date,tenor,term,value
2013-01-01,2Y,2,0.995855993995193
2013-01-01,3Y,3,0.9936134811646878
2013-01-01,4Y,4,0.9904143809687517
2013-01-01,5Y,5,0.9854787456108486
2013-01-01,7Y,7,0.9679602739937979
2013-01-01,10Y,10,0.923256021117296
2013-01-01,15Y,15,0.8124984150518484
2013-01-01,20Y,20,0.7002305240267124
2013-01-01,25Y,25,0.6065095003834786
2013-01-01,30Y,30,0.5300503632111433
2013-02-01,1Y,1,0.9978485346321514
2013-02-01,2Y,2,0.9958136433449566
2013-02-01,3Y,3,0.9935539101200014
2013-02-01,4Y,4,0.9904793629472113
2013-02-01,5Y,5,0.9859355807220832
2013-02-01,7Y,7,0.9700929962743161
2013-02-01,10Y,10,0.9292631953818791
2013-02-01,15Y,15,0.8320816743376103
2013-02-01,20Y,20,0.7279009703782866
2013-02-01,25Y,25,0.6427508923560227
2013-02-01,30Y,30,0.5731153131480113
2013-03-01,1Y,1,0.9978036587924836
2013-03-01,2Y,2,0.9956195202252869
2013-03-01,3Y,3,0.9931018520276902
2013-03-01,4Y,4,0.9897809686758594
2013-03-01,5Y,5,0.9852115550255318
2013-03-01,7Y,7,0.9705928284511995
2013-03-01,10Y,10,0.9334444179834223
2013-03-01,15Y,15,0.8435868410740488
2013-03-01,20Y,20,0.7437977852792621
2013-03-01,25Y,25,0.6542645903415293
2013-03-01,30Y,30,0.581835012174496
2013-04-01,1Y,1,0.9975394917676991
2013-04-01,2Y,2,0.9947042677700254
2013-04-01,3Y,3,0.9910624465976654
2013-04-01,4Y,4,0.9864825142931486
2013-04-01,5Y,5,0.9808597141131441
2013-04-01,7Y,7,0.9649159491733147
2013-04-01,10Y,10,0.9280222907551182
2013-04-01,15Y,15,0.83486189385566
2013-04-01,20Y,20,0.738556096175468
2013-04-01,25Y,25,0.6527787781848863
2013-04-01,30Y,30,0.5744140956699207
2013-05-01,1Y,1,0.9974347661132487
2013-05-01,2Y,2,0.994085048100257
2013-05-01,3Y,3,0.9892673584437602
2013-05-01,4Y,4,0.9824089747851132
2013-05-01,5Y,5,0.9732693241811639
2013-05-01,7Y,7,0.9487788884949092
2013-05-01,10Y,10,0.9004387941277177
2013-05-01,15Y,15,0.7991294079675187
2013-05-01,20Y,20,0.700001985497131
2013-05-01,25Y,25,0.6162741540241571
2013-05-01,30Y,30,0.5467325860601492
2013-06-01,1Y,1,0.9974796503060113
2013-06-01,2Y,2,0.9944730968899131
2013-06-01,3Y,3,0.9903628365639409
2013-06-01,4Y,4,0.9842776251852551
2013-06-01,5Y,5,0.9757451435082404
2013-06-01,7Y,7,0.951022182519757
2013-06-01,10Y,10,0.9036770933838894
2013-06-01,15Y,15,0.8045994878100208
2013-06-01,20Y,20,0.7070464867337398
2013-06-01,25Y,25,0.6187928858327612
2013-06-01,30Y,30,0.5368315985698271
2013-07-01,1Y,1,0.997693908675729
2013-07-01,2Y,2,0.9949227045799032
2013-07-01,3Y,3,0.9911553798649584
2013-07-01,4Y,4,0.9857485232649915
2013-07-01,5Y,5,0.9780660422355427
2013-07-01,7Y,7,0.9549683785499018
2013-07-01,10Y,10,0.9058442975639404
2013-07-01,15Y,15,0.798189512209218
2013-07-01,20Y,20,0.694972267973401
2013-07-01,25Y,25,0.608949239250508
2013-07-01,30Y,30,0.5384881080665544
2013-08-01,1Y,1,0.9976240984646079
2013-08-01,2Y,2,0.994664119088718
2013-08-01,3Y,3,0.9907891122323664
2013-08-01,4Y,4,0.9856378564210785
2013-08-01,5Y,5,0.9786735995081721
2013-08-01,7Y,7,0.9577801087834498
2013-08-01,10Y,10,0.911484771902754
2013-08-01,15Y,15,0.809155921333111
2013-08-01,20Y,20,0.7061135985305701
2013-08-01,25Y,25,0.6201771116998388
2013-08-01,30Y,30,0.5502527103031837
2013-09-01,1Y,1,0.9977537204724213
2013-09-01,2Y,2,0.9950793173610464
2013-09-01,3Y,3,0.9915274564211364
2013-09-01,4Y,4,0.9866688814596195
2013-09-01,5Y,5,0.9800324658198275
2013-09-01,7Y,7,0.9605027666391169
2013-09-01,10Y,10,0.9164473440101789
2013-09-01,15Y,15,0.8149944025460323
2013-09-01,20Y,20,0.713361216194222
2013-09-01,25Y,25,0.6278480666996374
2013-09-01,30Y,30,0.55719498309734
2013-10-01,1Y,1,0.9980578123031069
2013-10-01,2Y,2,0.995887707211625
2013-10-01,3Y,3,0.9930854660092462
2013-10-01,4Y,4,0.9889644724305185
2013-10-01,5Y,5,0.9833198956846756
2013-10-01,7Y,7,0.9670834757854289
2013-10-01,10Y,10,0.9283235377056475
2013-10-01,15Y,15,0.829726527744784
2013-10-01,20Y,20,0.7305030962266877
2013-10-01,25Y,25,0.6461411421851055
2013-10-01,30Y,30,0.5770907718683098
2013-11-01,1Y,1,0.9981475746886013
2013-11-01,2Y,2,0.9961340950704081
2013-11-01,3Y,3,0.9934477069401708
2013-11-01,4Y,4,0.9894069817809452
2013-11-01,5Y,5,0.9835029990763011
2013-11-01,7Y,7,0.9654382620344911
2013-11-01,10Y,10,0.9243477920641998
